Year,Name,Location,Dates,Draw- singles,Draw- doubles,Surface,Prize money,Winner- singles,Winner- doubles,Winner- team,URL_Tournament
1990,London / Queen's Club,London,1990.06.11,56,28,Outdoor Grass,"$500,000",Ivan Lendl,Jeremy Bates Kevin Curren,,https://www.atptour.com/en/scores/archive/london/311/1990/results
1990,Florence,Florence,1990.06.11,32,16,Outdoor Clay,"$250,000",Magnus Larsson,Sergi Bruguera Horacio de la Pena,,https://www.atptour.com/en/scores/archive/florence/310/1990/results
1990,Rosmalen,Rosmalen,1990.06.11,32,16,Outdoor Grass,"$250,000",Amos Mansdorf,Jakob Hlasek Michael Stich,,https://www.atptour.com/en/scores/archive/rosmalen/440/1990/results
1990,Genoa,Genoa,1990.06.18,32,16,Outdoor Clay,"$250,000",Ronald Agenor,Tomas Carbonell Udo Riglewski,,https://www.atptour.com/en/scores/archive/genoa/306/1990/results
1990,Manchester,Manchester,1990.06.18,32,16,Outdoor Grass,"$250,000",Pete Sampras,Mark Kratzmann Jason Stoltenberg,,https://www.atptour.com/en/scores/archive/manchester/7310/1990/results
1990,Wimbledon,London,1990.06.25,128,64,Outdoor Grass,"$2,670,863",Stefan Edberg,Rick Leach Jim Pugh,,https://www.atptour.com/en/scores/archive/wimbledon/540/1990/results
1990,Gstaad,Gstaad,1990.07.09,32,16,Outdoor Clay,"$305,000",Martin Jaite,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/gstaad/314/1990/results
1990,Bastad,Bastad,1990.07.09,32,16,Outdoor Clay,"$250,000",Richard Fromberg,Ronnie Bathman Rikard Bergh,,https://www.atptour.com/en/scores/archive/bastad/316/1990/results
1990,Newport,Newport,1990.07.09,32,16,Outdoor Grass,"$175,000",Pieter Aldrich,Darren Cahill Mark Kratzmann,,https://www.atptour.com/en/scores/archive/newport/315/1990/results
1990,Stuttgart-2,Stuttgart,1990.07.16,48,24,Outdoor Clay,"$1,000,000",Goran Ivanisevic,Pieter Aldrich Danie Visser,,https://www.atptour.com/en/scores/archive/stuttgart/321/1990/results
1990,Washington,Washington,1990.07.16,56,28,Outdoor Hard,"$550,000",Andre Agassi,Grant Connell Glenn Michibata,,https://www.atptour.com/en/scores/archive/washington/418/1990/results
1990,ATP Masters 1000 Canada,Toronto,1990.07.23,56,28,Outdoor Hard,"$1,200,000",Michael Chang,Paul Annacone David Wheaton,,https://www.atptour.com/en/scores/archive/toronto/421/1990/results
1990,Hilversum,Hilversum,1990.07.23,32,16,Outdoor Clay,"$240,000",Francisco Clavet,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/hilversum/317/1990/results
1990,Kitzbuhel,Kitzbuhel,1990.07.30,48,24,Outdoor Clay,"$375,000",Horacio de la Pena,Javier Sanchez Eric Winogradsky,,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1990/results
1990,Los Angeles,Los Angeles,1990.07.30,32,16,Outdoor Hard,"$250,000",Stefan Edberg,Scott Davis David Pate,,https://www.atptour.com/en/scores/archive/los-angeles/423/1990/results
1990,San Remo,San Remo,1990.07.30,32,16,Outdoor Clay,"$250,000",Jordi Arrese,Mihnea-Ion Nastase Goran Prpic,,https://www.atptour.com/en/scores/archive/san-remo/366/1990/results
1990,ATP Masters 1000 Cincinnati,Cincinnati,1990.08.06,56,28,Outdoor Hard,"$1,300,000",Stefan Edberg,Darren Cahill Mark Kratzmann,,https://www.atptour.com/en/scores/archive/cincinnati/422/1990/results
1990,Prague,Prague,1990.08.06,32,16,Outdoor Clay,"$176,000",Jordi Arrese,Vojtech Flegl Daniel Vacek,,https://www.atptour.com/en/scores/archive/prague/379/1990/results
1990,Indianapolis,Indianapolis,1990.08.13,56,28,Outdoor Hard,"$1,000,000",Boris Becker,Scott Davis David Pate,,https://www.atptour.com/en/scores/archive/indianapolis/419/1990/results
1990,New Haven,New Haven,1990.08.13,56,28,Outdoor Hard,"$1,000,000",Derrick Rostagno,Jeff Brown Scott Melville,,https://www.atptour.com/en/scores/archive/new-haven/420/1990/results
1990,Long Island,Long Island,1990.08.20,28,14,Outdoor Hard,"$250,000",Stefan Edberg,Guy Forget Jakob Hlasek,,https://www.atptour.com/en/scores/archive/long-island/441/1990/results
1990,San Marino,San Marino,1990.08.20,32,16,Outdoor Clay,"$150,000",Guillermo Perez-Roldan,Vojtech Flegl Daniel Vacek,,https://www.atptour.com/en/scores/archive/san-marino/475/1990/results
1990,Schenectady,Schenectady,1990.08.20,28,16,Outdoor Hard,"$150,000",Ramesh Krishnan,Richard Fromberg Brad Pearce,,https://www.atptour.com/en/scores/archive/schenectady/224/1990/results
1990,US Open,New York,1990.08.27,128,64,Outdoor Hard,"$2,554,250",Pete Sampras,Pieter Aldrich Danie Visser,,https://www.atptour.com/en/scores/archive/us-open/560/1990/results
1990,Bordeaux,Bordeaux,1990.09.10,32,16,Outdoor Clay,"$300,000",Guy Forget,Tomas Carbonell Libor Pimek,,https://www.atptour.com/en/scores/archive/bordeaux/323/1990/results
1990,Geneva,Geneva,1990.09.10,32,16,Outdoor Clay,"$250,000",Horst Skoff,Pablo Albano David Engel,,https://www.atptour.com/en/scores/archive/geneva/322/1990/results
1990,Basel,Basel,1990.09.24,32,16,Indoor Hard,"$500,000",John McEnroe,Stefan Kruger Christo Van Rensburg,,https://www.atptour.com/en/scores/archive/basel/328/1990/results
1990,Palermo,Palermo,1990.09.24,32,16,Outdoor Clay,"$295,000",Franco Davin,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/palermo/325/1990/results
1990,Brisbane,Brisbane,1990.09.24,32,16,Outdoor Hard,"$250,000",Brad Gilbert,Jason Stoltenberg Todd Woodbridge,,https://www.atptour.com/en/scores/archive/brisbane/326/1990/results
1990,Sydney-2,Sydney,1990.10.01,48,24,Indoor Hard,"$1,000,000",Boris Becker,Broderick Dyke Peter Lundgren,,https://www.atptour.com/en/scores/archive/sydney/427/1990/results
1990,Toulouse,Toulouse,1990.10.01,32,16,Indoor Hard,"$300,000",Jonas Svensson,Neil Broad Gary Muller,,https://www.atptour.com/en/scores/archive/toulouse/327/1990/results
1990,Athens,Athens,1990.10.01,32,16,Outdoor Clay,"$150,000",Mark Koevermans,Sergio Casal Javier Sanchez,,https://www.atptour.com/en/scores/archive/athens/367/1990/results
1990,Tokyo-2,Tokyo,1990.10.08,48,24,Indoor Carpet,"$1,000,000",Ivan Lendl,Guy Forget Jakob Hlasek,,https://www.atptour.com/en/scores/archive/tokyo/428/1990/results
1990,Berlin,Berlin,1990.10.08,32,16,Indoor Carpet,"$300,000",Ronald Agenor,Pieter Aldrich Danie Visser,,https://www.atptour.com/en/scores/archive/berlin/348/1990/results
1990,Tel Aviv,Tel Aviv,1990.10.08,32,16,Outdoor Hard,"$150,000",Andrei Chesnokov,Nduka Odizor Christo Van Rensburg,,https://www.atptour.com/en/scores/archive/tel-aviv/330/1990/results
1990,Lyon,Lyon,1990.10.15,32,16,Indoor Carpet,"$500,000",Marc Rosset,Patrick Galbraith Kelly Jones,,https://www.atptour.com/en/scores/archive/lyon/7309/1990/results
1990,Vienna,Vienna,1990.10.15,32,16,Indoor Carpet,"$250,000",Anders Jarryd,Udo Riglewski Michael Stich,,https://www.atptour.com/en/scores/archive/vienna/337/1990/results
1990,ATP Masters 1000 Stockholm,Stockholm,1990.10.22,48,24,Indoor Carpet,"$1,100,000",Boris Becker,Guy Forget Jakob Hlasek,,https://www.atptour.com/en/scores/archive/stockholm/429/1990/results
1990,Sao Paulo,Sao Paulo,1990.10.22,32,16,Outdoor Carpet,"$150,000",Robbie Weiss,Shelby Cannon Alfonso Mora,,https://www.atptour.com/en/scores/archive/sao-paulo/237/1990/results
1990,ATP Masters 1000 Paris,Paris,1990.10.29,48,24,Indoor Carpet,"$2,000,000",Stefan Edberg,Scott Davis David Pate,,https://www.atptour.com/en/scores/archive/paris/352/1990/results
1990,Moscow,Moscow,1990.11.05,32,16,Indoor Carpet,"$330,000",Andrei Cherkasov,Hendrik Jan Davids Paul Haarhuis,,https://www.atptour.com/en/scores/archive/moscow/438/1990/results
1990,Wembley,Wembley,1990.11.05,32,16,Indoor Carpet,"$330,000",Jakob Hlasek,Jim Grabb Patrick McEnroe,,https://www.atptour.com/en/scores/archive/wembley/430/1990/results
1990,Itaparica,Itaparica,1990.11.05,32,16,Outdoor Hard,"$250,000",Mats Wilander,Mauro Menezes Fernando Roese,,https://www.atptour.com/en/scores/archive/itaparica/240/1990/results
1990,ATP Tour World Championship,,1990.11.12,8,0,Indoor Carpet,"$2,000,000",Andre Agassi,,,https://www.atptour.com/en/scores/archive/atp-tour-world-championship/605/1990/results
1990,ATP Tour World Doubles Championship,Sanctuary Cove,1990.11.19,0,9,Outdoor Hard,"$1,000,000",,Guy Forget Jakob Hlasek,,https://www.atptour.com/en/scores/archive/atp-tour-world-doubles-championship/602/1990/results
1990,Grand Slam Cup,"Munich, Germany",1990.12.11,16,0,Indoor Carpet,"$6,000,000",Pete Sampras,,,https://www.atptour.com/en/scores/archive/munich/604/1990/results
1991,Adelaide,Adelaide,1990.12.31,32,16,Outdoor Hard,"$175,000",Nicklas Kulti,Wayne Ferreira Stefan Kruger,,https://www.atptour.com/en/scores/archive/adelaide/7308/1991/results
1991,Wellington,Wellington,1990.12.31,32,16,Outdoor Hard,"$175,000",Richard Fromberg,Luiz Mattar Nicolas Pereira,,https://www.atptour.com/en/scores/archive/wellington/354/1991/results
1991,Sydney-1,Sydney,1991.01.07,32,16,Outdoor Hard,"$250,000",Guy Forget,Scott Davis David Pate,,https://www.atptour.com/en/scores/archive/sydney/338/1991/results
1991,Auckland,Auckland,1991.01.07,32,16,Outdoor Hard,"$175,000",Karel Novacek,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/auckland/301/1991/results
1991,Australian Open,Melbourne,1991.01.14,128,64,Outdoor Hard,,Boris Becker,Scott Davis David Pate,,https://www.atptour.com/en/scores/archive/australian-open/580/1991/results
1991,Milan,Milan,1991.02.04,32,16,Indoor Carpet,"$600,000",Alexander Volkov,Omar Camporese Goran Ivanisevic,,https://www.atptour.com/en/scores/archive/milan/408/1991/results
1991,San Francisco,San Francisco,1991.02.04,32,16,Indoor Carpet,"$250,000",Darren Cahill,Wally Masur Jason Stoltenberg,,https://www.atptour.com/en/scores/archive/san-francisco/424/1991/results
1991,Guaruja-1,Guaruja,1991.02.04,32,16,Outdoor Hard,"$150,000",Patrick Baur,Olivier Delaitre Rodolphe Gilbert,,https://www.atptour.com/en/scores/archive/guaruja/201/1991/results
1991,Philadelphia,Philadelphia,1991.02.11,48,24,Indoor Carpet,"$1,000,000",Ivan Lendl,Rick Leach Jim Pugh,,https://www.atptour.com/en/scores/archive/philadelphia/401/1991/results
1991,Brussels,Brussels,1991.02.11,32,16,Indoor Carpet,"$600,000",Guy Forget,Mark Woodforde Todd Woodbridge,,https://www.atptour.com/en/scores/archive/brussels/406/1991/results
1991,Stuttgart-1,Stuttgart,1991.02.18,32,16,Indoor Carpet,"$1,000,000",Stefan Edberg,Sergio Casal Emilio Sanchez,,https://www.atptour.com/en/scores/archive/stuttgart/357/1991/results
1991,Memphis,Memphis,1991.02.18,48,24,Indoor Hard,"$750,000",Ivan Lendl,Udo Riglewski Michael Stich,,https://www.atptour.com/en/scores/archive/memphis/402/1991/results
1991,Rotterdam,Rotterdam,1991.02.25,32,16,Indoor Carpet,"$500,000",Omar Camporese,Patrick Galbraith Anders Jarryd,,https://www.atptour.com/en/scores/archive/rotterdam/407/1991/results
1991,Chicago,Chicago,1991.02.25,32,16,Indoor Carpet,"$250,000",John McEnroe,Scott Davis David Pate,,https://www.atptour.com/en/scores/archive/chicago/411/1991/results
1991,ATP Masters 1000 Indian Wells,Indian Wells,1991.03.04,56,28,Outdoor Hard,"$1,000,000",Jim Courier,Jim Courier Javier Sanchez,,https://www.atptour.com/en/scores/archive/indian-wells/404/1991/results
1991,Copenhagen,Copenhagen,1991.03.04,32,16,Indoor Carpet,"$150,000",Jonas Svensson,Mark Woodforde Todd Woodbridge,,https://www.atptour.com/en/scores/archive/copenhagen/481/1991/results
1991,ATP Masters 1000 Miami,Miami,1991.03.15,96,48,Outdoor Hard,"$1,500,000",Jim Courier,Wayne Ferreira Piet Norval,,https://www.atptour.com/en/scores/archive/miami/403/1991/results
1991,Estoril,Estoril,1991.04.01,32,16,Outdoor Clay,"$375,000",Sergi Bruguera,Paul Haarhuis Mark Koevermans,,https://www.atptour.com/en/scores/archive/estoril/468/1991/results
1991,Hong Kong,Hong Kong,1991.04.01,32,16,Outdoor Hard,"$260,000",Richard Krajicek,Patrick Galbraith Todd Witsken,,https://www.atptour.com/en/scores/archive/hong-kong/336/1991/results
1991,Orlando,Orlando,1991.04.01,32,16,Outdoor Hard,"$250,000",Andre Agassi,Luke Jensen Scott Melville,,https://www.atptour.com/en/scores/archive/orlando/409/1991/results
1991,Tokyo-1,Tokyo,1991.04.08,56,28,Outdoor Hard,"$1,000,000",Stefan Edberg,Stefan Edberg Todd Woodbridge,,https://www.atptour.com/en/scores/archive/tokyo/329/1991/results
1991,Barcelona,Barcelona,1991.04.08,56,28,Outdoor Clay,"$650,000",Emilio Sanchez,Horacio de la Pena Diego Nargiso,,https://www.atptour.com/en/scores/archive/barcelona/425/1991/results
1991,Nice,Nice,1991.04.15,32,16,Outdoor Clay,"$250,000",Martin Jaite,Rikard Bergh Jan Gunnarsson,,https://www.atptour.com/en/scores/archive/nice/6120/1991/results
